vout	abs(1/d(I(Vout)))
7.270000000000005e-001	4.874759e+003
7.280000000000005e-001	4.874932e+003
7.290000000000005e-001	4.875105e+003
7.300000000000005e-001	4.875278e+003
7.310000000000005e-001	4.875451e+003
7.320000000000005e-001	4.875624e+003
7.330000000000005e-001	4.875797e+003
7.340000000000005e-001	4.875970e+003
7.350000000000005e-001	4.876143e+003
7.360000000000005e-001	4.876316e+003
7.370000000000005e-001	4.876489e+003
7.380000000000005e-001	4.876489e+003
7.390000000000006e-001	4.876662e+003
7.400000000000006e-001	4.876835e+003
7.410000000000006e-001	4.877008e+003
7.420000000000006e-001	4.877181e+003
7.430000000000006e-001	4.877354e+003
7.440000000000006e-001	4.877527e+003
7.450000000000006e-001	4.877700e+003
7.460000000000006e-001	4.877873e+003
7.470000000000006e-001	4.877873e+003
7.480000000000006e-001	4.878046e+003
7.490000000000006e-001	4.878219e+003
7.500000000000006e-001	4.878393e+003
7.510000000000006e-001	4.878566e+003
7.520000000000006e-001	4.878566e+003
7.530000000000006e-001	4.878739e+003
7.540000000000006e-001	4.879085e+003
7.550000000000006e-001	4.879259e+003
7.560000000000006e-001	4.879259e+003
7.570000000000006e-001	4.879259e+003
7.580000000000006e-001	4.879432e+003
7.590000000000006e-001	4.879778e+003
7.600000000000006e-001	4.879951e+003
7.610000000000006e-001	4.879951e+003
7.620000000000006e-001	4.879951e+003
7.630000000000006e-001	4.880125e+003
7.640000000000006e-001	4.880471e+003
7.650000000000006e-001	4.880645e+003
7.660000000000006e-001	4.880645e+003
7.670000000000006e-001	4.880645e+003
7.680000000000006e-001	4.880818e+003
7.690000000000006e-001	4.881165e+003
7.700000000000006e-001	4.881338e+003
7.710000000000006e-001	4.881338e+003
7.720000000000006e-001	4.881338e+003
7.730000000000006e-001	4.881511e+003
7.740000000000006e-001	4.881858e+003
7.750000000000006e-001	4.881858e+003
7.760000000000006e-001	4.881858e+003
7.770000000000006e-001	4.882205e+003
7.780000000000006e-001	4.882378e+003
7.790000000000006e-001	4.882378e+003
7.800000000000006e-001	4.882378e+003
7.810000000000006e-001	4.882552e+003
7.820000000000006e-001	4.882899e+003
7.830000000000006e-001	4.882899e+003
7.840000000000006e-001	4.882899e+003
7.850000000000006e-001	4.883246e+003
7.860000000000006e-001	4.883246e+003
7.870000000000006e-001	4.883419e+003
7.880000000000006e-001	4.883593e+003
7.890000000000006e-001	4.883593e+003
7.900000000000006e-001	4.883766e+003
7.910000000000006e-001	4.883940e+003
7.920000000000006e-001	4.884113e+003
7.930000000000006e-001	4.884113e+003
7.940000000000006e-001	4.884287e+003
7.950000000000006e-001	4.884287e+003
7.960000000000006e-001	4.884461e+003
7.970000000000006e-001	4.884634e+003
7.980000000000006e-001	4.884634e+003
7.990000000000006e-001	4.884981e+003
8.000000000000006e-001	4.885155e+003
8.010000000000006e-001	4.885155e+003
8.020000000000006e-001	4.885155e+003
8.030000000000006e-001	4.885329e+003
8.040000000000006e-001	4.885502e+003
8.050000000000006e-001	4.885502e+003
8.060000000000006e-001	4.885676e+003
8.070000000000006e-001	4.885850e+003
8.080000000000006e-001	4.885850e+003
8.090000000000006e-001	4.886023e+003
8.100000000000006e-001	4.886197e+003
8.110000000000006e-001	4.886197e+003
8.120000000000006e-001	4.886371e+003
8.130000000000006e-001	4.886545e+003
8.140000000000006e-001	4.886718e+003
8.150000000000006e-001	4.886718e+003
8.160000000000006e-001	4.886718e+003
8.170000000000006e-001	4.887066e+003
8.180000000000006e-001	4.887066e+003
8.190000000000006e-001	4.887066e+003
8.200000000000006e-001	4.887240e+003
8.210000000000006e-001	4.887413e+003
8.220000000000006e-001	4.887587e+003
8.230000000000006e-001	4.887587e+003
8.240000000000006e-001	4.887761e+003
8.250000000000006e-001	4.887935e+003
8.260000000000006e-001	4.887935e+003
8.270000000000006e-001	4.887935e+003
8.280000000000006e-001	4.888109e+003
8.290000000000006e-001	4.888283e+003
8.300000000000006e-001	4.888283e+003
8.310000000000006e-001	4.888456e+003
8.320000000000006e-001	4.888630e+003
8.330000000000006e-001	4.888630e+003
8.340000000000006e-001	4.888804e+003
8.350000000000006e-001	4.888978e+003
8.360000000000006e-001	4.888978e+003
8.370000000000006e-001	4.889152e+003
8.380000000000006e-001	4.889152e+003
8.390000000000006e-001	4.889152e+003
8.400000000000006e-001	4.889500e+003
8.410000000000006e-001	4.889500e+003
8.420000000000006e-001	4.889500e+003
8.430000000000006e-001	4.889848e+003
8.440000000000006e-001	4.889848e+003
8.450000000000006e-001	4.889848e+003
8.460000000000006e-001	4.890022e+003
8.470000000000006e-001	4.890196e+003
8.480000000000006e-001	4.890196e+003
8.490000000000006e-001	4.890196e+003
8.500000000000006e-001	4.890544e+003
8.510000000000006e-001	4.890544e+003
8.520000000000007e-001	4.890544e+003
8.530000000000007e-001	4.890718e+003
8.540000000000007e-001	4.890718e+003
8.550000000000007e-001	4.890892e+003
8.560000000000007e-001	4.891066e+003
8.570000000000007e-001	4.891066e+003
8.580000000000007e-001	4.891240e+003
8.590000000000007e-001	4.891414e+003
8.600000000000007e-001	4.891414e+003
8.610000000000007e-001	4.891414e+003
8.620000000000007e-001	4.891414e+003
8.630000000000007e-001	4.891588e+003
8.640000000000007e-001	4.891762e+003
8.650000000000007e-001	4.891936e+003
8.660000000000007e-001	4.892111e+003
8.670000000000007e-001	4.892111e+003
8.680000000000007e-001	4.892111e+003
8.690000000000007e-001	4.892111e+003
8.700000000000007e-001	4.892285e+003
8.710000000000007e-001	4.892459e+003
8.720000000000007e-001	4.892459e+003
8.730000000000007e-001	4.892633e+003
8.740000000000007e-001	4.892633e+003
8.750000000000007e-001	4.892807e+003
8.760000000000007e-001	4.892981e+003
8.770000000000007e-001	4.892807e+003
8.780000000000007e-001	4.892981e+003
8.790000000000007e-001	4.893156e+003
8.800000000000007e-001	4.893330e+003
8.810000000000007e-001	4.893330e+003
8.820000000000007e-001	4.893330e+003
8.830000000000007e-001	4.893504e+003
8.840000000000007e-001	4.893678e+003
8.850000000000007e-001	4.893678e+003
8.860000000000007e-001	4.893678e+003
8.870000000000007e-001	4.893852e+003
8.880000000000007e-001	4.893852e+003
8.890000000000007e-001	4.894027e+003
8.900000000000007e-001	4.894201e+003
8.910000000000007e-001	4.894201e+003
8.920000000000007e-001	4.894201e+003
8.930000000000007e-001	4.894375e+003
8.940000000000007e-001	4.894550e+003
8.950000000000007e-001	4.894550e+003
8.960000000000007e-001	4.894550e+003
8.970000000000007e-001	4.894724e+003
8.980000000000007e-001	4.894898e+003
8.990000000000007e-001	4.894898e+003
9.000000000000007e-001	4.894898e+003
9.010000000000007e-001	4.894898e+003
9.020000000000007e-001	4.895073e+003
9.030000000000007e-001	4.895247e+003
9.040000000000007e-001	4.895247e+003
9.050000000000007e-001	4.895421e+003
9.060000000000007e-001	4.895596e+003
9.070000000000007e-001	4.895421e+003
9.080000000000007e-001	4.895596e+003
9.090000000000007e-001	4.895770e+003
9.100000000000007e-001	4.895770e+003
9.110000000000007e-001	4.895944e+003
9.120000000000007e-001	4.895944e+003
9.130000000000007e-001	4.895944e+003
9.140000000000007e-001	4.896119e+003
9.150000000000007e-001	4.896119e+003
9.160000000000007e-001	4.896119e+003
9.170000000000007e-001	4.896468e+003
9.180000000000007e-001	4.896468e+003
9.190000000000007e-001	4.896468e+003
9.200000000000007e-001	4.896642e+003
9.210000000000007e-001	4.896642e+003
9.220000000000007e-001	4.896642e+003
9.230000000000007e-001	4.896817e+003
9.240000000000007e-001	4.896991e+003
9.250000000000007e-001	4.896991e+003
9.260000000000007e-001	4.896991e+003
9.270000000000007e-001	4.896991e+003
9.280000000000007e-001	4.897166e+003
9.290000000000007e-001	4.897340e+003
9.300000000000007e-001	4.897340e+003
9.310000000000007e-001	4.897515e+003
9.320000000000007e-001	4.897515e+003
9.330000000000007e-001	4.897515e+003
9.340000000000007e-001	4.897689e+003
9.350000000000007e-001	4.897689e+003
9.360000000000007e-001	4.897864e+003
9.370000000000007e-001	4.897864e+003
9.380000000000007e-001	4.897864e+003
9.390000000000007e-001	4.898038e+003
9.400000000000007e-001	4.898038e+003
9.410000000000007e-001	4.898213e+003
9.420000000000007e-001	4.898387e+003
9.430000000000007e-001	4.898387e+003
9.440000000000007e-001	4.898387e+003
9.450000000000007e-001	4.898387e+003
9.460000000000007e-001	4.898562e+003
9.470000000000007e-001	4.898562e+003
9.480000000000007e-001	4.898562e+003
9.490000000000007e-001	4.898737e+003
9.500000000000007e-001	4.898911e+003
9.510000000000007e-001	4.898911e+003
9.520000000000007e-001	4.898911e+003
9.530000000000007e-001	4.899086e+003
9.540000000000007e-001	4.899086e+003
9.550000000000007e-001	4.899260e+003
9.560000000000007e-001	4.899260e+003
9.570000000000007e-001	4.899260e+003
9.580000000000007e-001	4.899435e+003
9.590000000000007e-001	4.899435e+003
9.600000000000007e-001	4.899610e+003
9.610000000000007e-001	4.899610e+003
9.620000000000007e-001	4.899610e+003
9.630000000000007e-001	4.899784e+003
9.640000000000008e-001	4.899784e+003
9.650000000000008e-001	4.899959e+003
9.660000000000008e-001	4.899959e+003
9.670000000000008e-001	4.899959e+003
9.680000000000008e-001	4.900134e+003
9.690000000000008e-001	4.900134e+003
9.700000000000008e-001	4.900309e+003
9.710000000000008e-001	4.900309e+003
9.720000000000008e-001	4.900309e+003
9.730000000000008e-001	4.900483e+003
9.740000000000008e-001	4.900483e+003
9.750000000000008e-001	4.900483e+003
9.760000000000008e-001	4.900658e+003
9.770000000000008e-001	4.900833e+003
9.780000000000008e-001	4.900833e+003
9.790000000000008e-001	4.900833e+003
9.800000000000008e-001	4.900833e+003
9.810000000000008e-001	4.900833e+003
9.820000000000008e-001	4.901008e+003
9.830000000000008e-001	4.901182e+003
9.840000000000008e-001	4.901182e+003
9.850000000000008e-001	4.901182e+003
9.860000000000008e-001	4.901357e+003
9.870000000000008e-001	4.901357e+003
9.880000000000008e-001	4.901357e+003
9.890000000000008e-001	4.901532e+003
9.900000000000008e-001	4.901532e+003
9.910000000000008e-001	4.901707e+003
9.920000000000008e-001	4.901707e+003
9.930000000000008e-001	4.901707e+003
9.940000000000008e-001	4.901881e+003
9.950000000000008e-001	4.901881e+003
9.960000000000008e-001	4.901881e+003
9.970000000000008e-001	4.901881e+003
9.980000000000008e-001	4.902056e+003
9.990000000000008e-001	4.902231e+003
1.000000000000001e+000	4.902231e+003
1.001000000000001e+000	4.902231e+003
1.002000000000000e+000	4.902231e+003
1.003000000000000e+000	4.902406e+003
1.004000000000000e+000	4.902406e+003
1.005000000000000e+000	4.902406e+003
1.006000000000000e+000	4.902581e+003
1.007000000000000e+000	4.902756e+003
1.008000000000000e+000	4.902756e+003
1.009000000000000e+000	4.902756e+003
1.010000000000000e+000	4.902756e+003
1.011000000000000e+000	4.902756e+003
1.011999999999999e+000	4.902931e+003
1.012999999999999e+000	4.903106e+003
1.013999999999999e+000	4.903106e+003
1.014999999999999e+000	4.903106e+003
1.015999999999999e+000	4.903106e+003
1.016999999999999e+000	4.903106e+003
1.017999999999999e+000	4.903281e+003
1.018999999999999e+000	4.903455e+003
1.019999999999999e+000	4.903455e+003
1.020999999999998e+000	4.903455e+003
1.021999999999998e+000	4.903630e+003
1.022999999999998e+000	4.903630e+003
1.023999999999998e+000	4.903630e+003
1.024999999999998e+000	4.903630e+003
1.025999999999998e+000	4.903805e+003
1.026999999999998e+000	4.903805e+003
1.027999999999998e+000	4.903805e+003
1.028999999999998e+000	4.903980e+003
1.029999999999997e+000	4.903980e+003
1.030999999999997e+000	4.903980e+003
1.031999999999997e+000	4.904155e+003
1.032999999999997e+000	4.904330e+003
1.033999999999997e+000	4.904155e+003
1.034999999999997e+000	4.904155e+003
1.035999999999997e+000	4.904330e+003
1.036999999999997e+000	4.904505e+003
1.037999999999997e+000	4.904505e+003
1.038999999999996e+000	4.904505e+003
1.039999999999996e+000	4.904680e+003
1.040999999999996e+000	4.904680e+003
1.041999999999996e+000	4.904680e+003
1.042999999999996e+000	4.904680e+003
1.043999999999996e+000	4.904680e+003
1.044999999999996e+000	4.904855e+003
1.045999999999996e+000	4.905030e+003
1.046999999999996e+000	4.905030e+003
1.047999999999995e+000	4.905030e+003
1.048999999999995e+000	4.905030e+003
1.049999999999995e+000	4.905030e+003
1.050999999999995e+000	4.905206e+003
1.051999999999995e+000	4.905381e+003
1.052999999999995e+000	4.905381e+003
1.053999999999995e+000	4.905381e+003
1.054999999999995e+000	4.905381e+003
1.055999999999995e+000	4.905381e+003
1.056999999999994e+000	4.905556e+003
1.057999999999994e+000	4.905556e+003
1.058999999999994e+000	4.905556e+003
1.059999999999994e+000	4.905731e+003
1.060999999999994e+000	4.905731e+003
1.061999999999994e+000	4.905731e+003
1.062999999999994e+000	4.905906e+003
1.063999999999994e+000	4.905906e+003
1.064999999999994e+000	4.905906e+003
1.065999999999993e+000	4.906081e+003
1.066999999999993e+000	4.906081e+003
1.067999999999993e+000	4.906081e+003
1.068999999999993e+000	4.906081e+003
1.069999999999993e+000	4.906256e+003
1.070999999999993e+000	4.906256e+003
1.071999999999993e+000	4.906256e+003
1.072999999999993e+000	4.906431e+003
1.073999999999993e+000	4.906431e+003
1.074999999999992e+000	4.906431e+003
1.075999999999992e+000	4.906606e+003
1.076999999999992e+000	4.906606e+003
1.077999999999992e+000	4.906606e+003
1.078999999999992e+000	4.906782e+003
1.079999999999992e+000	4.906782e+003
1.080999999999992e+000	4.906782e+003
1.081999999999992e+000	4.906782e+003
1.082999999999992e+000	4.906957e+003
1.083999999999991e+000	4.906957e+003
1.084999999999991e+000	4.906957e+003
1.085999999999991e+000	4.907132e+003
1.086999999999991e+000	4.907132e+003
1.087999999999991e+000	4.907132e+003
1.088999999999991e+000	4.907132e+003
1.089999999999991e+000	4.907307e+003
1.090999999999991e+000	4.907307e+003
1.091999999999991e+000	4.907307e+003
1.092999999999990e+000	4.907482e+003
1.093999999999990e+000	4.907482e+003
1.094999999999990e+000	4.907482e+003
1.095999999999990e+000	4.907482e+003
1.096999999999990e+000	4.907658e+003
1.097999999999990e+000	4.907658e+003
1.098999999999990e+000	4.907658e+003
1.099999999999990e+000	4.907833e+003
1.100999999999990e+000	4.907833e+003
1.101999999999989e+000	4.907833e+003
1.102999999999989e+000	4.907833e+003
1.103999999999989e+000	4.907833e+003
1.104999999999989e+000	4.908008e+003
1.105999999999989e+000	4.908183e+003
1.106999999999989e+000	4.908008e+003
1.107999999999989e+000	4.908008e+003
1.108999999999989e+000	4.908359e+003
1.109999999999989e+000	4.908359e+003
1.110999999999988e+000	4.908183e+003
1.111999999999988e+000	4.908359e+003
1.112999999999988e+000	4.908359e+003
1.113999999999988e+000	4.908359e+003
1.114999999999988e+000	4.908534e+003
1.115999999999988e+000	4.908534e+003
1.116999999999988e+000	4.908534e+003
1.117999999999988e+000	4.908709e+003
1.118999999999988e+000	4.908709e+003
1.119999999999988e+000	4.908709e+003
1.120999999999987e+000	4.908709e+003
1.121999999999987e+000	4.908709e+003
1.122999999999987e+000	4.908885e+003
1.123999999999987e+000	4.908885e+003
1.124999999999987e+000	4.909060e+003
1.125999999999987e+000	4.909060e+003
1.126999999999987e+000	4.909060e+003
1.127999999999987e+000	4.909060e+003
1.128999999999987e+000	4.909060e+003
1.129999999999986e+000	4.909235e+003
1.130999999999986e+000	4.909235e+003
1.131999999999986e+000	4.909235e+003
1.132999999999986e+000	4.909235e+003
1.133999999999986e+000	4.909411e+003
1.134999999999986e+000	4.909586e+003
1.135999999999986e+000	4.909411e+003
1.136999999999986e+000	4.909411e+003
1.137999999999986e+000	4.909586e+003
1.138999999999985e+000	4.909586e+003
1.139999999999985e+000	4.909586e+003
1.140999999999985e+000	4.909761e+003
1.141999999999985e+000	4.909761e+003
1.142999999999985e+000	4.909761e+003
1.143999999999985e+000	4.909937e+003
1.144999999999985e+000	4.909761e+003
1.145999999999985e+000	4.909761e+003
1.146999999999985e+000	4.910112e+003
1.147999999999984e+000	4.910112e+003
1.148999999999984e+000	4.909937e+003
1.149999999999984e+000	4.910112e+003
1.150999999999984e+000	4.910112e+003
1.151999999999984e+000	4.910112e+003
1.152999999999984e+000	4.910288e+003
1.153999999999984e+000	4.910288e+003
1.154999999999984e+000	4.910288e+003
1.155999999999984e+000	4.910288e+003
1.156999999999983e+000	4.910463e+003
1.157999999999983e+000	4.910463e+003
1.158999999999983e+000	4.910463e+003
1.159999999999983e+000	4.910463e+003
1.160999999999983e+000	4.910463e+003
1.161999999999983e+000	4.910639e+003
1.162999999999983e+000	4.910639e+003
1.163999999999983e+000	4.910814e+003
1.164999999999983e+000	4.910814e+003
1.165999999999982e+000	4.910639e+003
1.166999999999982e+000	4.910814e+003
1.167999999999982e+000	4.910990e+003
1.168999999999982e+000	4.910902e+003
1.169999999999982e+000	4.910902e+003
1.170999999999982e+000	4.910990e+003
1.171999999999982e+000	4.911077e+003
1.172999999999982e+000	4.911077e+003
1.173999999999982e+000	4.911077e+003
1.174999999999981e+000	4.911165e+003
1.175999999999981e+000	4.911253e+003
1.176999999999981e+000	4.911253e+003
1.177999999999981e+000	4.911253e+003
1.178999999999981e+000	4.911341e+003
1.179999999999981e+000	4.911341e+003
1.180999999999981e+000	4.911428e+003
1.181999999999981e+000	4.911516e+003
1.182999999999981e+000	4.911516e+003
1.183999999999980e+000	4.911516e+003
1.184999999999980e+000	4.911516e+003
1.185999999999980e+000	4.911604e+003
1.186999999999980e+000	4.911692e+003
1.187999999999980e+000	4.911692e+003
1.188999999999980e+000	4.911692e+003
1.189999999999980e+000	4.911779e+003
1.190999999999980e+000	4.911867e+003
1.191999999999980e+000	4.911867e+003
1.192999999999979e+000	4.911867e+003
1.193999999999979e+000	4.911955e+003
1.194999999999979e+000	4.912043e+003
1.195999999999979e+000	4.912043e+003
1.196999999999979e+000	4.912043e+003
1.197999999999979e+000	4.912043e+003
1.198999999999979e+000	4.912130e+003
1.199999999999979e+000	4.912218e+003
1.200999999999979e+000	4.912218e+003
1.201999999999978e+000	4.912218e+003
1.202999999999978e+000	4.912306e+003
1.203999999999978e+000	4.912394e+003
1.204999999999978e+000	4.912394e+003
1.205999999999978e+000	4.912394e+003
1.206999999999978e+000	4.912394e+003
1.207999999999978e+000	4.912482e+003
1.208999999999978e+000	4.912569e+003
1.209999999999978e+000	4.912569e+003
1.210999999999977e+000	4.912569e+003
1.211999999999977e+000	4.912657e+003
1.212999999999977e+000	4.912745e+003
1.213999999999977e+000	4.912657e+003
1.214999999999977e+000	4.912745e+003
1.215999999999977e+000	4.912833e+003
1.216999999999977e+000	4.912833e+003
1.217999999999977e+000	4.912921e+003
1.218999999999977e+000	4.912921e+003
1.219999999999976e+000	4.912921e+003
1.220999999999976e+000	4.912921e+003
1.221999999999976e+000	4.913008e+003
1.222999999999976e+000	4.913096e+003
1.223999999999976e+000	4.913096e+003
1.224999999999976e+000	4.913184e+003
1.225999999999976e+000	4.913184e+003
1.226999999999976e+000	4.913184e+003
1.227999999999976e+000	4.913272e+003
1.228999999999975e+000	4.913272e+003
1.229999999999975e+000	4.913272e+003
1.230999999999975e+000	4.913360e+003
1.231999999999975e+000	4.913448e+003
1.232999999999975e+000	4.913448e+003
1.233999999999975e+000	4.913448e+003
1.234999999999975e+000	4.913535e+003
1.235999999999975e+000	4.913535e+003
1.236999999999975e+000	4.913535e+003
1.237999999999975e+000	4.913623e+003
1.238999999999974e+000	4.913623e+003
1.239999999999974e+000	4.913711e+003
1.240999999999974e+000	4.913799e+003
1.241999999999974e+000	4.913711e+003
1.242999999999974e+000	4.913799e+003
1.243999999999974e+000	4.913887e+003
1.244999999999974e+000	4.913799e+003
1.245999999999974e+000	4.913887e+003
1.246999999999974e+000	4.913975e+003
1.247999999999973e+000	4.913975e+003
1.248999999999973e+000	4.913975e+003
1.249999999999973e+000	4.914062e+003
1.250999999999973e+000	4.914062e+003
1.251999999999973e+000	4.914062e+003
1.252999999999973e+000	4.914150e+003
1.253999999999973e+000	4.914238e+003
1.254999999999973e+000	4.914238e+003
1.255999999999973e+000	4.914238e+003
1.256999999999972e+000	4.914326e+003
1.257999999999972e+000	4.914326e+003
1.258999999999972e+000	4.914326e+003
1.259999999999972e+000	4.914414e+003
1.260999999999972e+000	4.914414e+003
1.261999999999972e+000	4.914414e+003
1.262999999999972e+000	4.914502e+003
1.263999999999972e+000	4.914502e+003
1.264999999999972e+000	4.914590e+003
1.265999999999971e+000	4.914677e+003
1.266999999999971e+000	4.914590e+003
1.267999999999971e+000	4.914590e+003
1.268999999999971e+000	4.914765e+003
1.269999999999971e+000	4.914765e+003
1.270999999999971e+000	4.914765e+003
1.271999999999971e+000	4.914765e+003
1.272999999999971e+000	4.914765e+003
1.273999999999971e+000	4.914853e+003
1.274999999999970e+000	4.914941e+003
1.275999999999970e+000	4.914941e+003
1.276999999999970e+000	4.914941e+003
1.277999999999970e+000	4.915029e+003
1.278999999999970e+000	4.915029e+003
1.279999999999970e+000	4.915029e+003
1.280999999999970e+000	4.915117e+003
1.281999999999970e+000	4.915117e+003
1.282999999999970e+000	4.915117e+003
1.283999999999969e+000	4.915205e+003
1.284999999999969e+000	4.915205e+003
1.285999999999969e+000	4.915293e+003
1.286999999999969e+000	4.915293e+003
1.287999999999969e+000	4.915293e+003
1.288999999999969e+000	4.915380e+003
1.289999999999969e+000	4.915380e+003
1.290999999999969e+000	4.915380e+003
1.291999999999969e+000	4.915468e+003
1.292999999999968e+000	4.915468e+003
1.293999999999968e+000	4.915468e+003
1.294999999999968e+000	4.915556e+003
1.295999999999968e+000	4.915556e+003
1.296999999999968e+000	4.915644e+003
1.297999999999968e+000	4.915644e+003
1.298999999999968e+000	4.915644e+003
1.299999999999968e+000	4.915732e+003
1.300999999999968e+000	4.915732e+003
1.301999999999967e+000	4.915732e+003
1.302999999999967e+000	4.915732e+003
1.303999999999967e+000	4.915820e+003
1.304999999999967e+000	4.915908e+003
1.305999999999967e+000	4.915820e+003
1.306999999999967e+000	4.915820e+003
1.307999999999967e+000	4.915996e+003
1.308999999999967e+000	4.915996e+003
1.309999999999967e+000	4.915996e+003
1.310999999999966e+000	4.916084e+003
1.311999999999966e+000	4.915996e+003
1.312999999999966e+000	4.916084e+003
1.313999999999966e+000	4.916172e+003
1.314999999999966e+000	4.916084e+003
1.315999999999966e+000	4.916172e+003
1.316999999999966e+000	4.916260e+003
1.317999999999966e+000	4.916260e+003
1.318999999999966e+000	4.916260e+003
1.319999999999965e+000	4.916260e+003
1.320999999999965e+000	4.916260e+003
1.321999999999965e+000	4.916348e+003
1.322999999999965e+000	4.916435e+003
1.323999999999965e+000	4.916435e+003
1.324999999999965e+000	4.916435e+003
1.325999999999965e+000	4.916435e+003
1.326999999999965e+000	4.916435e+003
1.327999999999965e+000	4.916523e+003
1.328999999999964e+000	4.916611e+003
1.329999999999964e+000	4.916523e+003
1.330999999999964e+000	4.916611e+003
1.331999999999964e+000	4.916699e+003
1.332999999999964e+000	4.916611e+003
1.333999999999964e+000	4.916699e+003
1.334999999999964e+000	4.916699e+003
1.335999999999964e+000	4.916699e+003
1.336999999999964e+000	4.916787e+003
1.337999999999963e+000	4.916787e+003
1.338999999999963e+000	4.916875e+003
1.339999999999963e+000	4.916875e+003
1.340999999999963e+000	4.916875e+003
1.341999999999963e+000	4.916875e+003
1.342999999999963e+000	4.916875e+003
1.343999999999963e+000	4.916963e+003
1.344999999999963e+000	4.917051e+003
1.345999999999963e+000	4.917051e+003
1.346999999999962e+000	4.917051e+003
1.347999999999962e+000	4.917051e+003
1.348999999999962e+000	4.917051e+003
1.349999999999962e+000	4.917139e+003
1.350999999999962e+000	4.917139e+003
1.351999999999962e+000	4.917139e+003
1.352999999999962e+000	4.917227e+003
1.353999999999962e+000	4.917227e+003
1.354999999999962e+000	4.917227e+003
1.355999999999962e+000	4.917315e+003
1.356999999999961e+000	4.917315e+003
1.357999999999961e+000	4.917315e+003
1.358999999999961e+000	4.917403e+003
1.359999999999961e+000	4.917403e+003
1.360999999999961e+000	4.917403e+003
1.361999999999961e+000	4.917403e+003
1.362999999999961e+000	4.917403e+003
1.363999999999961e+000	4.917491e+003
1.364999999999961e+000	4.917491e+003
1.365999999999960e+000	4.917579e+003
1.366999999999960e+000	4.917579e+003
1.367999999999960e+000	4.917579e+003
1.368999999999960e+000	4.917579e+003
1.369999999999960e+000	4.917579e+003
1.370999999999960e+000	4.917667e+003
1.371999999999960e+000	4.917755e+003
1.372999999999960e+000	4.917755e+003
1.373999999999960e+000	4.917667e+003
1.374999999999959e+000	4.917755e+003
1.375999999999959e+000	4.917755e+003
1.376999999999959e+000	4.917755e+003
1.377999999999959e+000	4.917843e+003
1.378999999999959e+000	4.917843e+003
1.379999999999959e+000	4.917931e+003
1.380999999999959e+000	4.917931e+003
1.381999999999959e+000	4.917843e+003
1.382999999999959e+000	4.917931e+003
1.383999999999958e+000	4.918019e+003
1.384999999999958e+000	4.918019e+003
1.385999999999958e+000	4.918019e+003
1.386999999999958e+000	4.918019e+003
1.387999999999958e+000	4.918019e+003
1.388999999999958e+000	4.918107e+003
1.389999999999958e+000	4.918107e+003
1.390999999999958e+000	4.918107e+003
1.391999999999958e+000	4.918195e+003
1.392999999999957e+000	4.918107e+003
1.393999999999957e+000	4.918107e+003
1.394999999999957e+000	4.918283e+003
1.395999999999957e+000	4.918283e+003
1.396999999999957e+000	4.918195e+003
1.397999999999957e+000	4.918283e+003
1.398999999999957e+000	4.918371e+003
1.399999999999957e+000	4.918283e+003
1.400999999999957e+000	4.918283e+003
1.401999999999956e+000	4.918371e+003
1.402999999999956e+000	4.918371e+003
1.403999999999956e+000	4.918459e+003
1.404999999999956e+000	4.918459e+003
1.405999999999956e+000	4.918459e+003
1.406999999999956e+000	4.918459e+003
1.407999999999956e+000	4.918459e+003
1.408999999999956e+000	4.918547e+003
1.409999999999956e+000	4.918547e+003
1.410999999999955e+000	4.918547e+003
1.411999999999955e+000	4.918547e+003
1.412999999999955e+000	4.918547e+003
1.413999999999955e+000	4.918635e+003
1.414999999999955e+000	4.918635e+003
1.415999999999955e+000	4.918635e+003
1.416999999999955e+000	4.918723e+003
1.417999999999955e+000	4.918723e+003
1.418999999999955e+000	4.918723e+003
1.419999999999954e+000	4.918723e+003
1.420999999999954e+000	4.918723e+003
1.421999999999954e+000	4.918811e+003
1.422999999999954e+000	4.918811e+003
1.423999999999954e+000	4.918811e+003
1.424999999999954e+000	4.918811e+003
1.425999999999954e+000	4.918811e+003
1.426999999999954e+000	4.918899e+003
1.427999999999954e+000	4.918899e+003
1.428999999999953e+000	4.918899e+003
1.429999999999953e+000	4.918899e+003
1.430999999999953e+000	4.918899e+003
1.431999999999953e+000	4.918987e+003
1.432999999999953e+000	4.918987e+003
1.433999999999953e+000	4.918987e+003
1.434999999999953e+000	4.919075e+003
1.435999999999953e+000	4.918987e+003
1.436999999999953e+000	4.918987e+003
1.437999999999952e+000	4.919075e+003
1.438999999999952e+000	4.919075e+003
1.439999999999952e+000	4.919163e+003
1.440999999999952e+000	4.919163e+003
1.441999999999952e+000	4.919075e+003
1.442999999999952e+000	4.919163e+003
1.443999999999952e+000	4.919251e+003
1.444999999999952e+000	4.919163e+003
1.445999999999952e+000	4.919163e+003
1.446999999999951e+000	4.919251e+003
1.447999999999951e+000	4.919251e+003
1.448999999999951e+000	4.919251e+003
1.449999999999951e+000	4.919251e+003
1.450999999999951e+000	4.919251e+003
1.451999999999951e+000	4.919339e+003
1.452999999999951e+000	4.919339e+003
1.453999999999951e+000	4.919339e+003
1.454999999999951e+000	4.919339e+003
1.455999999999950e+000	4.919339e+003
1.456999999999950e+000	4.919427e+003
1.457999999999950e+000	4.919427e+003
1.458999999999950e+000	4.919427e+003
1.459999999999950e+000	4.919427e+003
1.460999999999950e+000	4.919427e+003
