vin	V(vout)
2.377999999999901e-001	1.556716e+000
2.378999999999901e-001	1.556619e+000
2.379999999999901e-001	1.556521e+000
2.380999999999901e-001	1.556424e+000
2.381999999999901e-001	1.556326e+000
2.382999999999901e-001	1.556229e+000
2.383999999999901e-001	1.556131e+000
2.384999999999901e-001	1.556034e+000
2.385999999999900e-001	1.555936e+000
2.386999999999900e-001	1.555839e+000
2.387999999999900e-001	1.555741e+000
2.388999999999900e-001	1.555644e+000
2.389999999999900e-001	1.555546e+000
2.390999999999900e-001	1.555449e+000
2.391999999999900e-001	1.555351e+000
2.392999999999900e-001	1.555254e+000
2.393999999999900e-001	1.555156e+000
2.394999999999899e-001	1.555059e+000
2.395999999999899e-001	1.554961e+000
2.396999999999899e-001	1.554864e+000
2.397999999999899e-001	1.554767e+000
2.398999999999899e-001	1.554669e+000
2.399999999999899e-001	1.554572e+000
2.400999999999899e-001	1.554474e+000
2.401999999999899e-001	1.554377e+000
2.402999999999899e-001	1.554279e+000
2.403999999999898e-001	1.554182e+000
2.404999999999898e-001	1.554084e+000
2.405999999999898e-001	1.553987e+000
2.406999999999898e-001	1.553889e+000
2.407999999999898e-001	1.553792e+000
2.408999999999898e-001	1.553694e+000
2.409999999999898e-001	1.553597e+000
2.410999999999898e-001	1.553499e+000
2.411999999999898e-001	1.553402e+000
2.412999999999897e-001	1.553304e+000
2.413999999999897e-001	1.553207e+000
2.414999999999897e-001	1.553109e+000
2.415999999999897e-001	1.553012e+000
2.416999999999897e-001	1.552915e+000
2.417999999999897e-001	1.552817e+000
2.418999999999897e-001	1.552720e+000
2.419999999999897e-001	1.552622e+000
2.420999999999897e-001	1.552525e+000
2.421999999999897e-001	1.552427e+000
2.422999999999896e-001	1.552330e+000
2.423999999999896e-001	1.552232e+000
2.424999999999896e-001	1.552135e+000
2.425999999999896e-001	1.552037e+000
2.426999999999896e-001	1.551940e+000
2.427999999999896e-001	1.551842e+000
2.428999999999896e-001	1.551745e+000
2.429999999999896e-001	1.551647e+000
2.430999999999896e-001	1.551550e+000
2.431999999999895e-001	1.551452e+000
2.432999999999895e-001	1.551355e+000
2.433999999999895e-001	1.551257e+000
2.434999999999895e-001	1.551160e+000
2.435999999999895e-001	1.551062e+000
2.436999999999895e-001	1.550965e+000
2.437999999999895e-001	1.550868e+000
2.438999999999895e-001	1.550770e+000
2.439999999999895e-001	1.550673e+000
2.440999999999894e-001	1.550575e+000
2.441999999999894e-001	1.550478e+000
2.442999999999894e-001	1.550380e+000
2.443999999999894e-001	1.550283e+000
2.444999999999894e-001	1.550185e+000
2.445999999999894e-001	1.550088e+000
2.446999999999894e-001	1.549990e+000
2.447999999999894e-001	1.549893e+000
2.448999999999894e-001	1.549795e+000
2.449999999999893e-001	1.549698e+000
2.450999999999893e-001	1.549600e+000
2.451999999999893e-001	1.549503e+000
2.452999999999893e-001	1.549405e+000
2.453999999999893e-001	1.549308e+000
2.454999999999893e-001	1.549210e+000
2.455999999999893e-001	1.549113e+000
2.456999999999893e-001	1.549015e+000
2.457999999999893e-001	1.548918e+000
2.458999999999892e-001	1.548820e+000
2.459999999999892e-001	1.548723e+000
2.460999999999892e-001	1.548626e+000
2.461999999999892e-001	1.548528e+000
2.462999999999892e-001	1.548431e+000
2.463999999999892e-001	1.548333e+000
2.464999999999892e-001	1.548236e+000
2.465999999999892e-001	1.548138e+000
2.466999999999892e-001	1.548041e+000
2.467999999999891e-001	1.547943e+000
2.468999999999891e-001	1.547846e+000
2.469999999999891e-001	1.547748e+000
2.470999999999891e-001	1.547651e+000
2.471999999999891e-001	1.547553e+000
2.472999999999891e-001	1.547456e+000
2.473999999999891e-001	1.547358e+000
2.474999999999891e-001	1.547261e+000
2.475999999999891e-001	1.547163e+000
2.476999999999890e-001	1.547066e+000
2.477999999999890e-001	1.546968e+000
2.478999999999890e-001	1.546871e+000
2.479999999999890e-001	1.546774e+000
2.480999999999890e-001	1.546676e+000
2.481999999999890e-001	1.546579e+000
2.482999999999890e-001	1.546481e+000
2.483999999999890e-001	1.546384e+000
2.484999999999890e-001	1.546286e+000
2.485999999999889e-001	1.546189e+000
2.486999999999889e-001	1.546091e+000
2.487999999999889e-001	1.545994e+000
2.488999999999889e-001	1.545896e+000
2.489999999999889e-001	1.545799e+000
2.490999999999889e-001	1.545701e+000
2.491999999999889e-001	1.545604e+000
2.492999999999889e-001	1.545506e+000
2.493999999999889e-001	1.545409e+000
2.494999999999888e-001	1.545311e+000
2.495999999999888e-001	1.545214e+000
2.496999999999888e-001	1.545117e+000
2.497999999999888e-001	1.545019e+000
2.498999999999888e-001	1.544922e+000
2.499999999999888e-001	1.544824e+000
2.500999999999888e-001	1.544727e+000
2.501999999999888e-001	1.544629e+000
2.502999999999888e-001	1.544532e+000
2.503999999999887e-001	1.544434e+000
2.504999999999887e-001	1.544337e+000
2.505999999999887e-001	1.544239e+000
2.506999999999887e-001	1.544142e+000
2.507999999999887e-001	1.544044e+000
2.508999999999887e-001	1.543947e+000
2.509999999999887e-001	1.543849e+000
2.510999999999887e-001	1.543752e+000
2.511999999999887e-001	1.543654e+000
2.512999999999886e-001	1.543557e+000
2.513999999999886e-001	1.543460e+000
2.514999999999886e-001	1.543362e+000
2.515999999999886e-001	1.543265e+000
2.516999999999886e-001	1.543167e+000
2.517999999999886e-001	1.543070e+000
2.518999999999886e-001	1.542972e+000
2.519999999999886e-001	1.542875e+000
2.520999999999886e-001	1.542777e+000
2.521999999999885e-001	1.542680e+000
2.522999999999885e-001	1.542582e+000
2.523999999999885e-001	1.542485e+000
2.524999999999885e-001	1.542387e+000
2.525999999999885e-001	1.542290e+000
2.526999999999885e-001	1.542192e+000
2.527999999999885e-001	1.542095e+000
2.528999999999885e-001	1.541997e+000
2.529999999999885e-001	1.541900e+000
2.530999999999885e-001	1.541803e+000
2.531999999999884e-001	1.541705e+000
2.532999999999884e-001	1.541608e+000
2.533999999999884e-001	1.541510e+000
2.534999999999884e-001	1.541413e+000
2.535999999999884e-001	1.541315e+000
2.536999999999884e-001	1.541218e+000
2.537999999999884e-001	1.541120e+000
2.538999999999884e-001	1.541023e+000
2.539999999999884e-001	1.540925e+000
2.540999999999883e-001	1.540828e+000
2.541999999999883e-001	1.540730e+000
2.542999999999883e-001	1.540633e+000
2.543999999999883e-001	1.540535e+000
2.544999999999883e-001	1.540438e+000
2.545999999999883e-001	1.540341e+000
2.546999999999883e-001	1.540243e+000
2.547999999999883e-001	1.540146e+000
2.548999999999883e-001	1.540048e+000
2.549999999999882e-001	1.539951e+000
2.550999999999882e-001	1.539853e+000
2.551999999999882e-001	1.539756e+000
2.552999999999882e-001	1.539658e+000
2.553999999999882e-001	1.539561e+000
2.554999999999882e-001	1.539463e+000
2.555999999999882e-001	1.539366e+000
2.556999999999882e-001	1.539268e+000
2.557999999999882e-001	1.539171e+000
2.558999999999881e-001	1.539073e+000
2.559999999999881e-001	1.538976e+000
2.560999999999881e-001	1.538879e+000
2.561999999999881e-001	1.538781e+000
2.562999999999881e-001	1.538684e+000
2.563999999999881e-001	1.538586e+000
2.564999999999881e-001	1.538489e+000
2.565999999999881e-001	1.538391e+000
2.566999999999881e-001	1.538294e+000
2.567999999999880e-001	1.538196e+000
2.568999999999880e-001	1.538099e+000
2.569999999999880e-001	1.538001e+000
2.570999999999880e-001	1.537904e+000
2.571999999999880e-001	1.537806e+000
2.572999999999880e-001	1.537709e+000
2.573999999999880e-001	1.537611e+000
2.574999999999880e-001	1.537514e+000
2.575999999999880e-001	1.537417e+000
2.576999999999879e-001	1.537319e+000
2.577999999999879e-001	1.537222e+000
2.578999999999879e-001	1.537124e+000
2.579999999999879e-001	1.537027e+000
2.580999999999879e-001	1.536929e+000
2.581999999999879e-001	1.536832e+000
2.582999999999879e-001	1.536734e+000
2.583999999999879e-001	1.536637e+000
2.584999999999879e-001	1.536539e+000
2.585999999999878e-001	1.536442e+000
2.586999999999878e-001	1.536345e+000
2.587999999999878e-001	1.536247e+000
2.588999999999878e-001	1.536150e+000
2.589999999999878e-001	1.536052e+000
2.590999999999878e-001	1.535955e+000
2.591999999999878e-001	1.535857e+000
2.592999999999878e-001	1.535760e+000
2.593999999999878e-001	1.535662e+000
2.594999999999877e-001	1.535565e+000
2.595999999999877e-001	1.535468e+000
2.596999999999877e-001	1.535370e+000
2.597999999999877e-001	1.535273e+000
2.598999999999877e-001	1.535175e+000
2.599999999999877e-001	1.535078e+000
2.600999999999877e-001	1.534980e+000
2.601999999999877e-001	1.534883e+000
2.602999999999877e-001	1.534785e+000
2.603999999999876e-001	1.534688e+000
2.604999999999876e-001	1.534590e+000
2.605999999999876e-001	1.534493e+000
2.606999999999876e-001	1.534395e+000
2.607999999999876e-001	1.534298e+000
2.608999999999876e-001	1.534201e+000
2.609999999999876e-001	1.534103e+000
2.610999999999876e-001	1.534006e+000
2.611999999999876e-001	1.533908e+000
2.612999999999875e-001	1.533811e+000
2.613999999999875e-001	1.533713e+000
2.614999999999875e-001	1.533616e+000
2.615999999999875e-001	1.533518e+000
2.616999999999875e-001	1.533421e+000
2.617999999999875e-001	1.533324e+000
2.618999999999875e-001	1.533226e+000
2.619999999999875e-001	1.533129e+000
2.620999999999875e-001	1.533031e+000
2.621999999999874e-001	1.532934e+000
2.622999999999874e-001	1.532836e+000
2.623999999999874e-001	1.532739e+000
2.624999999999874e-001	1.532641e+000
2.625999999999874e-001	1.532544e+000
2.626999999999874e-001	1.532447e+000
2.627999999999874e-001	1.532349e+000
2.628999999999874e-001	1.532252e+000
2.629999999999874e-001	1.532154e+000
2.630999999999873e-001	1.532057e+000
2.631999999999873e-001	1.531959e+000
2.632999999999873e-001	1.531862e+000
2.633999999999873e-001	1.531764e+000
2.634999999999873e-001	1.531667e+000
2.635999999999873e-001	1.531569e+000
2.636999999999873e-001	1.531472e+000
2.637999999999873e-001	1.531375e+000
2.638999999999873e-001	1.531277e+000
2.639999999999872e-001	1.531180e+000
2.640999999999872e-001	1.531082e+000
2.641999999999872e-001	1.530985e+000
2.642999999999872e-001	1.530887e+000
2.643999999999872e-001	1.530790e+000
2.644999999999872e-001	1.530693e+000
2.645999999999872e-001	1.530595e+000
2.646999999999872e-001	1.530498e+000
2.647999999999872e-001	1.530400e+000
2.648999999999872e-001	1.530303e+000
2.649999999999871e-001	1.530205e+000
2.650999999999871e-001	1.530108e+000
2.651999999999871e-001	1.530010e+000
2.652999999999871e-001	1.529913e+000
2.653999999999871e-001	1.529816e+000
2.654999999999871e-001	1.529718e+000
2.655999999999871e-001	1.529621e+000
2.656999999999871e-001	1.529523e+000
2.657999999999871e-001	1.529426e+000
2.658999999999870e-001	1.529328e+000
2.659999999999870e-001	1.529231e+000
2.660999999999870e-001	1.529134e+000
2.661999999999870e-001	1.529036e+000
2.662999999999870e-001	1.528939e+000
2.663999999999870e-001	1.528841e+000
2.664999999999870e-001	1.528744e+000
2.665999999999870e-001	1.528646e+000
2.666999999999870e-001	1.528549e+000
2.667999999999869e-001	1.528452e+000
2.668999999999869e-001	1.528354e+000
2.669999999999869e-001	1.528257e+000
2.670999999999869e-001	1.528159e+000
2.671999999999869e-001	1.528062e+000
2.672999999999869e-001	1.527964e+000
2.673999999999869e-001	1.527867e+000
2.674999999999869e-001	1.527770e+000
2.675999999999869e-001	1.527672e+000
2.676999999999868e-001	1.527575e+000
2.677999999999868e-001	1.527477e+000
2.678999999999868e-001	1.527380e+000
2.679999999999868e-001	1.527282e+000
2.680999999999868e-001	1.527185e+000
2.681999999999868e-001	1.527088e+000
2.682999999999868e-001	1.526990e+000
2.683999999999868e-001	1.526893e+000
2.684999999999868e-001	1.526795e+000
2.685999999999867e-001	1.526698e+000
2.686999999999867e-001	1.526600e+000
2.687999999999867e-001	1.526503e+000
2.688999999999867e-001	1.526406e+000
2.689999999999867e-001	1.526308e+000
2.690999999999867e-001	1.526211e+000
2.691999999999867e-001	1.526113e+000
2.692999999999867e-001	1.526016e+000
2.693999999999867e-001	1.525918e+000
2.694999999999866e-001	1.525821e+000
2.695999999999866e-001	1.525724e+000
2.696999999999866e-001	1.525626e+000
2.697999999999866e-001	1.525529e+000
2.698999999999866e-001	1.525431e+000
2.699999999999866e-001	1.525334e+000
2.700999999999866e-001	1.525237e+000
2.701999999999866e-001	1.525139e+000
2.702999999999866e-001	1.525042e+000
2.703999999999865e-001	1.524944e+000
2.704999999999865e-001	1.524847e+000
2.705999999999865e-001	1.524750e+000
2.706999999999865e-001	1.524652e+000
2.707999999999865e-001	1.524555e+000
2.708999999999865e-001	1.524457e+000
2.709999999999865e-001	1.524360e+000
2.710999999999865e-001	1.524262e+000
2.711999999999865e-001	1.524165e+000
2.712999999999864e-001	1.524068e+000
2.713999999999864e-001	1.523970e+000
2.714999999999864e-001	1.523873e+000
2.715999999999864e-001	1.523775e+000
2.716999999999864e-001	1.523678e+000
2.717999999999864e-001	1.523581e+000
2.718999999999864e-001	1.523483e+000
2.719999999999864e-001	1.523386e+000
2.720999999999864e-001	1.523288e+000
2.721999999999863e-001	1.523191e+000
2.722999999999863e-001	1.523093e+000
2.723999999999863e-001	1.522996e+000
2.724999999999863e-001	1.522899e+000
2.725999999999863e-001	1.522801e+000
2.726999999999863e-001	1.522704e+000
2.727999999999863e-001	1.522606e+000
2.728999999999863e-001	1.522509e+000
2.729999999999863e-001	1.522412e+000
2.730999999999862e-001	1.522314e+000
2.731999999999862e-001	1.522217e+000
2.732999999999862e-001	1.522120e+000
2.733999999999862e-001	1.522022e+000
2.734999999999862e-001	1.521925e+000
2.735999999999862e-001	1.521827e+000
2.736999999999862e-001	1.521730e+000
2.737999999999862e-001	1.521632e+000
2.738999999999862e-001	1.521535e+000
2.739999999999861e-001	1.521438e+000
2.740999999999861e-001	1.521340e+000
2.741999999999861e-001	1.521243e+000
2.742999999999861e-001	1.521145e+000
2.743999999999861e-001	1.521048e+000
2.744999999999861e-001	1.520951e+000
2.745999999999861e-001	1.520853e+000
2.746999999999861e-001	1.520756e+000
2.747999999999861e-001	1.520658e+000
2.748999999999860e-001	1.520561e+000
2.749999999999860e-001	1.520464e+000
2.750999999999860e-001	1.520366e+000
2.751999999999860e-001	1.520269e+000
2.752999999999860e-001	1.520172e+000
2.753999999999860e-001	1.520074e+000
2.754999999999860e-001	1.519977e+000
2.755999999999860e-001	1.519879e+000
2.756999999999860e-001	1.519782e+000
2.757999999999860e-001	1.519685e+000
2.758999999999859e-001	1.519587e+000
2.759999999999859e-001	1.519490e+000
2.760999999999859e-001	1.519392e+000
2.761999999999859e-001	1.519295e+000
2.762999999999859e-001	1.519198e+000
2.763999999999859e-001	1.519100e+000
2.764999999999859e-001	1.519003e+000
2.765999999999859e-001	1.518906e+000
2.766999999999859e-001	1.518808e+000
2.767999999999858e-001	1.518711e+000
2.768999999999858e-001	1.518613e+000
2.769999999999858e-001	1.518516e+000
2.770999999999858e-001	1.518419e+000
2.771999999999858e-001	1.518321e+000
2.772999999999858e-001	1.518224e+000
2.773999999999858e-001	1.518126e+000
2.774999999999858e-001	1.518029e+000
2.775999999999858e-001	1.517932e+000
2.776999999999857e-001	1.517834e+000
2.777999999999857e-001	1.517737e+000
2.778999999999857e-001	1.517640e+000
2.779999999999857e-001	1.517542e+000
2.780999999999857e-001	1.517445e+000
2.781999999999857e-001	1.517348e+000
2.782999999999857e-001	1.517250e+000
2.783999999999857e-001	1.517153e+000
2.784999999999857e-001	1.517055e+000
2.785999999999856e-001	1.516958e+000
2.786999999999856e-001	1.516861e+000
2.787999999999856e-001	1.516763e+000
2.788999999999856e-001	1.516666e+000
2.789999999999856e-001	1.516569e+000
2.790999999999856e-001	1.516471e+000
2.791999999999856e-001	1.516374e+000
2.792999999999856e-001	1.516276e+000
2.793999999999856e-001	1.516179e+000
2.794999999999855e-001	1.516082e+000
2.795999999999855e-001	1.515984e+000
2.796999999999855e-001	1.515887e+000
2.797999999999855e-001	1.515790e+000
2.798999999999855e-001	1.515692e+000
2.799999999999855e-001	1.515595e+000
2.800999999999855e-001	1.515498e+000
2.801999999999855e-001	1.515400e+000
2.802999999999855e-001	1.515303e+000
2.803999999999854e-001	1.515206e+000
2.804999999999854e-001	1.515108e+000
2.805999999999854e-001	1.515011e+000
2.806999999999854e-001	1.514913e+000
2.807999999999854e-001	1.514816e+000
2.808999999999854e-001	1.514719e+000
2.809999999999854e-001	1.514621e+000
2.810999999999854e-001	1.514524e+000
2.811999999999854e-001	1.514427e+000
2.812999999999853e-001	1.514329e+000
2.813999999999853e-001	1.514232e+000
2.814999999999853e-001	1.514135e+000
2.815999999999853e-001	1.514037e+000
2.816999999999853e-001	1.513940e+000
2.817999999999853e-001	1.513843e+000
2.818999999999853e-001	1.513745e+000
2.819999999999853e-001	1.513648e+000
2.820999999999853e-001	1.513551e+000
2.821999999999852e-001	1.513453e+000
2.822999999999852e-001	1.513356e+000
2.823999999999852e-001	1.513259e+000
2.824999999999852e-001	1.513161e+000
2.825999999999852e-001	1.513064e+000
2.826999999999852e-001	1.512967e+000
2.827999999999852e-001	1.512869e+000
2.828999999999852e-001	1.512772e+000
2.829999999999852e-001	1.512675e+000
2.830999999999851e-001	1.512577e+000
2.831999999999851e-001	1.512480e+000
2.832999999999851e-001	1.512383e+000
2.833999999999851e-001	1.512285e+000
2.834999999999851e-001	1.512188e+000
2.835999999999851e-001	1.512091e+000
2.836999999999851e-001	1.511993e+000
2.837999999999851e-001	1.511896e+000
2.838999999999851e-001	1.511799e+000
2.839999999999850e-001	1.511701e+000
2.840999999999850e-001	1.511604e+000
2.841999999999850e-001	1.511507e+000
2.842999999999850e-001	1.511409e+000
2.843999999999850e-001	1.511312e+000
2.844999999999850e-001	1.511215e+000
2.845999999999850e-001	1.511117e+000
2.846999999999850e-001	1.511020e+000
2.847999999999850e-001	1.510923e+000
2.848999999999849e-001	1.510825e+000
2.849999999999849e-001	1.510728e+000
2.850999999999849e-001	1.510631e+000
2.851999999999849e-001	1.510533e+000
2.852999999999849e-001	1.510436e+000
2.853999999999849e-001	1.510339e+000
2.854999999999849e-001	1.510241e+000
2.855999999999849e-001	1.510144e+000
2.856999999999849e-001	1.510047e+000
2.857999999999848e-001	1.509949e+000
2.858999999999848e-001	1.509852e+000
2.859999999999848e-001	1.509755e+000
2.860999999999848e-001	1.509658e+000
2.861999999999848e-001	1.509560e+000
2.862999999999848e-001	1.509463e+000
2.863999999999848e-001	1.509366e+000
2.864999999999848e-001	1.509268e+000
2.865999999999848e-001	1.509171e+000
2.866999999999847e-001	1.509074e+000
2.867999999999847e-001	1.508976e+000
2.868999999999847e-001	1.508879e+000
2.869999999999847e-001	1.508782e+000
2.870999999999847e-001	1.508684e+000
2.871999999999847e-001	1.508587e+000
2.872999999999847e-001	1.508490e+000
2.873999999999847e-001	1.508392e+000
2.874999999999847e-001	1.508295e+000
2.875999999999847e-001	1.508198e+000
2.876999999999846e-001	1.508101e+000
2.877999999999846e-001	1.508003e+000
2.878999999999846e-001	1.507906e+000
2.879999999999846e-001	1.507809e+000
2.880999999999846e-001	1.507711e+000
2.881999999999846e-001	1.507614e+000
2.882999999999846e-001	1.507517e+000
2.883999999999846e-001	1.507419e+000
2.884999999999846e-001	1.507322e+000
2.885999999999845e-001	1.507225e+000
2.886999999999845e-001	1.507128e+000
2.887999999999845e-001	1.507030e+000
2.888999999999845e-001	1.506933e+000
2.889999999999845e-001	1.506836e+000
2.890999999999845e-001	1.506739e+000
2.891999999999845e-001	1.506641e+000
2.892999999999845e-001	1.506544e+000
2.893999999999845e-001	1.506447e+000
2.894999999999844e-001	1.506349e+000
2.895999999999844e-001	1.506252e+000
2.896999999999844e-001	1.506155e+000
2.897999999999844e-001	1.506058e+000
2.898999999999844e-001	1.505960e+000
2.899999999999844e-001	1.505863e+000
2.900999999999844e-001	1.505766e+000
2.901999999999844e-001	1.505668e+000
2.902999999999844e-001	1.505571e+000
2.903999999999843e-001	1.505474e+000
2.904999999999843e-001	1.505377e+000
2.905999999999843e-001	1.505279e+000
2.906999999999843e-001	1.505182e+000
2.907999999999843e-001	1.505085e+000
2.908999999999843e-001	1.504987e+000
2.909999999999843e-001	1.504890e+000
2.910999999999843e-001	1.504793e+000
2.911999999999843e-001	1.504696e+000
2.912999999999842e-001	1.504598e+000
2.913999999999842e-001	1.504501e+000
2.914999999999842e-001	1.504404e+000
2.915999999999842e-001	1.504307e+000
2.916999999999842e-001	1.504209e+000
2.917999999999842e-001	1.504112e+000
2.918999999999842e-001	1.504015e+000
2.919999999999842e-001	1.503918e+000
2.920999999999842e-001	1.503820e+000
2.921999999999841e-001	1.503723e+000
2.922999999999841e-001	1.503626e+000
2.923999999999841e-001	1.503529e+000
2.924999999999841e-001	1.503431e+000
2.925999999999841e-001	1.503334e+000
2.926999999999841e-001	1.503237e+000
2.927999999999841e-001	1.503140e+000
2.928999999999841e-001	1.503042e+000
2.929999999999841e-001	1.502945e+000
2.930999999999840e-001	1.502848e+000
2.931999999999840e-001	1.502751e+000
2.932999999999840e-001	1.502653e+000
2.933999999999840e-001	1.502556e+000
2.934999999999840e-001	1.502459e+000
2.935999999999840e-001	1.502362e+000
2.936999999999840e-001	1.502264e+000
2.937999999999840e-001	1.502167e+000
2.938999999999840e-001	1.502070e+000
2.939999999999839e-001	1.501973e+000
2.940999999999839e-001	1.501875e+000
2.941999999999839e-001	1.501778e+000
2.942999999999839e-001	1.501681e+000
2.943999999999839e-001	1.501584e+000
2.944999999999839e-001	1.501487e+000
2.945999999999839e-001	1.501389e+000
2.946999999999839e-001	1.501292e+000
2.947999999999839e-001	1.501195e+000
2.948999999999838e-001	1.501098e+000
2.949999999999838e-001	1.501000e+000
2.950999999999838e-001	1.500903e+000
2.951999999999838e-001	1.500806e+000
2.952999999999838e-001	1.500709e+000
2.953999999999838e-001	1.500612e+000
2.954999999999838e-001	1.500514e+000
2.955999999999838e-001	1.500417e+000
2.956999999999838e-001	1.500320e+000
2.957999999999837e-001	1.500223e+000
2.958999999999837e-001	1.500125e+000
2.959999999999837e-001	1.500028e+000
2.960999999999837e-001	1.499931e+000
2.961999999999837e-001	1.499834e+000
2.962999999999837e-001	1.499737e+000
2.963999999999837e-001	1.499639e+000
2.964999999999837e-001	1.499542e+000
2.965999999999837e-001	1.499445e+000
2.966999999999836e-001	1.499348e+000
2.967999999999836e-001	1.499251e+000
2.968999999999836e-001	1.499153e+000
2.969999999999836e-001	1.499056e+000
2.970999999999836e-001	1.498959e+000
2.971999999999836e-001	1.498862e+000
2.972999999999836e-001	1.498765e+000
2.973999999999836e-001	1.498667e+000
2.974999999999836e-001	1.498570e+000
2.975999999999835e-001	1.498473e+000
2.976999999999835e-001	1.498376e+000
2.977999999999835e-001	1.498278e+000
2.978999999999835e-001	1.498181e+000
2.979999999999835e-001	1.498084e+000
2.980999999999835e-001	1.497987e+000
2.981999999999835e-001	1.497890e+000
2.982999999999835e-001	1.497793e+000
2.983999999999835e-001	1.497695e+000
2.984999999999835e-001	1.497598e+000
2.985999999999834e-001	1.497501e+000
2.986999999999834e-001	1.497404e+000
2.987999999999834e-001	1.497307e+000
2.988999999999834e-001	1.497209e+000
2.989999999999834e-001	1.497112e+000
2.990999999999834e-001	1.497015e+000
2.991999999999834e-001	1.496918e+000
2.992999999999834e-001	1.496821e+000
2.993999999999834e-001	1.496724e+000
2.994999999999833e-001	1.496626e+000
2.995999999999833e-001	1.496529e+000
2.996999999999833e-001	1.496432e+000
2.997999999999833e-001	1.496335e+000
2.998999999999833e-001	1.496238e+000
2.999999999999833e-001	1.496140e+000
3.000999999999833e-001	1.496043e+000
3.001999999999833e-001	1.495946e+000
3.002999999999833e-001	1.495849e+000
3.003999999999832e-001	1.495752e+000
3.004999999999832e-001	1.495655e+000
3.005999999999832e-001	1.495558e+000
3.006999999999832e-001	1.495460e+000
3.007999999999832e-001	1.495363e+000
3.008999999999832e-001	1.495266e+000
3.009999999999832e-001	1.495169e+000
3.010999999999832e-001	1.495072e+000
3.011999999999832e-001	1.494975e+000
3.012999999999831e-001	1.494877e+000
3.013999999999831e-001	1.494780e+000
3.014999999999831e-001	1.494683e+000
3.015999999999831e-001	1.494586e+000
3.016999999999831e-001	1.494489e+000
3.017999999999831e-001	1.494392e+000
3.018999999999831e-001	1.494295e+000
3.019999999999831e-001	1.494197e+000
3.020999999999831e-001	1.494100e+000
3.021999999999830e-001	1.494003e+000
3.022999999999830e-001	1.493906e+000
3.023999999999830e-001	1.493809e+000
3.024999999999830e-001	1.493712e+000
3.025999999999830e-001	1.493615e+000
3.026999999999830e-001	1.493518e+000
3.027999999999830e-001	1.493420e+000
3.028999999999830e-001	1.493323e+000
3.029999999999830e-001	1.493226e+000
3.030999999999829e-001	1.493129e+000
3.031999999999829e-001	1.493032e+000
3.032999999999829e-001	1.492935e+000
3.033999999999829e-001	1.492838e+000
3.034999999999829e-001	1.492741e+000
3.035999999999829e-001	1.492643e+000
3.036999999999829e-001	1.492546e+000
3.037999999999829e-001	1.492449e+000
3.038999999999829e-001	1.492352e+000
3.039999999999828e-001	1.492255e+000
3.040999999999828e-001	1.492158e+000
3.041999999999828e-001	1.492061e+000
3.042999999999828e-001	1.491964e+000
3.043999999999828e-001	1.491866e+000
3.044999999999828e-001	1.491769e+000
3.045999999999828e-001	1.491672e+000
3.046999999999828e-001	1.491575e+000
3.047999999999828e-001	1.491478e+000
3.048999999999827e-001	1.491381e+000
3.049999999999827e-001	1.491284e+000
3.050999999999827e-001	1.491187e+000
3.051999999999827e-001	1.491090e+000
3.052999999999827e-001	1.490992e+000
3.053999999999827e-001	1.490895e+000
3.054999999999827e-001	1.490798e+000
3.055999999999827e-001	1.490701e+000
3.056999999999827e-001	1.490604e+000
3.057999999999826e-001	1.490507e+000
3.058999999999826e-001	1.490410e+000
3.059999999999826e-001	1.490313e+000
3.060999999999826e-001	1.490216e+000
3.061999999999826e-001	1.490119e+000
3.062999999999826e-001	1.490022e+000
3.063999999999826e-001	1.489924e+000
3.064999999999826e-001	1.489827e+000
3.065999999999826e-001	1.489730e+000
3.066999999999825e-001	1.489633e+000
3.067999999999825e-001	1.489536e+000
3.068999999999825e-001	1.489439e+000
3.069999999999825e-001	1.489342e+000
3.070999999999825e-001	1.489245e+000
3.071999999999825e-001	1.489148e+000
3.072999999999825e-001	1.489051e+000
3.073999999999825e-001	1.488954e+000
3.074999999999825e-001	1.488857e+000
3.075999999999824e-001	1.488760e+000
3.076999999999824e-001	1.488662e+000
3.077999999999824e-001	1.488565e+000
3.078999999999824e-001	1.488468e+000
3.079999999999824e-001	1.488371e+000
3.080999999999824e-001	1.488274e+000
3.081999999999824e-001	1.488177e+000
3.082999999999824e-001	1.488080e+000
3.083999999999824e-001	1.487983e+000
3.084999999999823e-001	1.487886e+000
3.085999999999823e-001	1.487789e+000
3.086999999999823e-001	1.487692e+000
3.087999999999823e-001	1.487595e+000
3.088999999999823e-001	1.487498e+000
3.089999999999823e-001	1.487401e+000
3.090999999999823e-001	1.487304e+000
3.091999999999823e-001	1.487207e+000
3.092999999999823e-001	1.487110e+000
3.093999999999822e-001	1.487013e+000
3.094999999999822e-001	1.486916e+000
3.095999999999822e-001	1.486819e+000
3.096999999999822e-001	1.486722e+000
3.097999999999822e-001	1.486624e+000
3.098999999999822e-001	1.486527e+000
3.099999999999822e-001	1.486431e+000
3.100999999999822e-001	1.486333e+000
3.101999999999822e-001	1.486236e+000
3.102999999999822e-001	1.486139e+000
3.103999999999821e-001	1.486042e+000
3.104999999999821e-001	1.485945e+000
3.105999999999821e-001	1.485848e+000
3.106999999999821e-001	1.485751e+000
3.107999999999821e-001	1.485654e+000
3.108999999999821e-001	1.485557e+000
3.109999999999821e-001	1.485460e+000
3.110999999999821e-001	1.485363e+000
3.111999999999821e-001	1.485266e+000
3.112999999999820e-001	1.485169e+000
