vds	d(Id(M1))/Id(M1)
1.670000000000001e-001	4.382290e+000
1.680000000000001e-001	4.344855e+000
1.690000000000001e-001	4.307792e+000
1.700000000000001e-001	4.271157e+000
1.710000000000001e-001	4.234911e+000
1.720000000000001e-001	4.199079e+000
1.730000000000001e-001	4.163651e+000
1.740000000000001e-001	4.128562e+000
1.750000000000001e-001	4.093865e+000
1.760000000000001e-001	4.059523e+000
1.770000000000001e-001	4.025561e+000
1.780000000000001e-001	3.992002e+000
1.790000000000001e-001	3.958749e+000
1.800000000000001e-001	3.925798e+000
1.810000000000001e-001	3.893232e+000
1.820000000000001e-001	3.861015e+000
1.830000000000001e-001	3.829111e+000
1.840000000000001e-001	3.797487e+000
1.850000000000001e-001	3.766256e+000
1.860000000000001e-001	3.735321e+000
1.870000000000001e-001	3.704622e+000
1.880000000000001e-001	3.674269e+000
1.890000000000001e-001	3.644200e+000
1.900000000000001e-001	3.614467e+000
1.910000000000001e-001	3.585008e+000
1.920000000000001e-001	3.555819e+000
1.930000000000001e-001	3.526894e+000
1.940000000000001e-001	3.498230e+000
1.950000000000002e-001	3.469880e+000
1.960000000000002e-001	3.441782e+000
1.970000000000002e-001	3.413932e+000
1.980000000000002e-001	3.386382e+000
1.990000000000002e-001	3.359072e+000
2.000000000000002e-001	3.331942e+000
2.010000000000002e-001	3.305102e+000
2.020000000000002e-001	3.278490e+000
2.030000000000002e-001	3.252159e+000
2.040000000000002e-001	3.226049e+000
2.050000000000002e-001	3.200157e+000
2.060000000000002e-001	3.174535e+000
2.070000000000002e-001	3.149069e+000
2.080000000000002e-001	3.123866e+000
2.090000000000002e-001	3.098868e+000
2.100000000000002e-001	3.074072e+000
2.110000000000002e-001	3.049528e+000
2.120000000000002e-001	3.025180e+000
2.130000000000002e-001	3.001024e+000
2.140000000000002e-001	2.977057e+000
2.150000000000002e-001	2.953331e+000
2.160000000000002e-001	2.929789e+000
2.170000000000002e-001	2.906427e+000
2.180000000000002e-001	2.883297e+000
2.190000000000002e-001	2.860289e+000
2.200000000000002e-001	2.837507e+000
2.210000000000002e-001	2.814896e+000
2.220000000000002e-001	2.792452e+000
2.230000000000002e-001	2.770279e+000
2.240000000000002e-001	2.748215e+000
2.250000000000002e-001	2.726261e+000
2.260000000000002e-001	2.704568e+000
2.270000000000002e-001	2.683031e+000
2.280000000000002e-001	2.661648e+000
2.290000000000002e-001	2.640467e+000
2.300000000000002e-001	2.619383e+000
2.310000000000002e-001	2.598498e+000
2.320000000000002e-001	2.577758e+000
2.330000000000002e-001	2.557160e+000
2.340000000000002e-001	2.536804e+000
2.350000000000002e-001	2.516536e+000
2.360000000000002e-001	2.496404e+000
2.370000000000002e-001	2.476458e+000
2.380000000000002e-001	2.456594e+000
2.390000000000002e-001	2.436911e+000
2.400000000000002e-001	2.417456e+000
2.410000000000002e-001	2.398079e+000
2.420000000000002e-001	2.378776e+000
2.430000000000002e-001	2.359697e+000
2.440000000000002e-001	2.340740e+000
2.450000000000002e-001	2.321853e+000
2.460000000000002e-001	2.303183e+000
2.470000000000002e-001	2.284629e+000
2.480000000000002e-001	2.266190e+000
2.490000000000002e-001	2.247914e+000
2.500000000000002e-001	2.229700e+000
2.510000000000002e-001	2.211645e+000
2.520000000000002e-001	2.193699e+000
2.530000000000002e-001	2.175908e+000
2.540000000000002e-001	2.158223e+000
2.550000000000002e-001	2.140642e+000
2.560000000000002e-001	2.123212e+000
2.570000000000002e-001	2.105884e+000
2.580000000000002e-001	2.088703e+000
2.590000000000002e-001	2.071620e+000
2.600000000000002e-001	2.054586e+000
2.610000000000002e-001	2.037696e+000
2.620000000000002e-001	2.020996e+000
2.630000000000002e-001	2.004341e+000
2.640000000000002e-001	1.987825e+000
2.650000000000002e-001	1.971399e+000
2.660000000000002e-001	1.955016e+000
2.670000000000002e-001	1.938815e+000
2.680000000000002e-001	1.922748e+000
2.690000000000002e-001	1.906719e+000
2.700000000000002e-001	1.890822e+000
2.710000000000002e-001	1.875007e+000
2.720000000000002e-001	1.859322e+000
2.730000000000002e-001	1.843717e+000
2.740000000000002e-001	1.828192e+000
2.750000000000002e-001	1.812839e+000
2.760000000000002e-001	1.797517e+000
2.770000000000002e-001	1.782271e+000
2.780000000000002e-001	1.767148e+000
2.790000000000002e-001	1.752144e+000
2.800000000000002e-001	1.737214e+000
2.810000000000002e-001	1.722403e+000
2.820000000000002e-001	1.707662e+000
2.830000000000002e-001	1.692992e+000
2.840000000000002e-001	1.678437e+000
2.850000000000002e-001	1.663996e+000
2.860000000000002e-001	1.649623e+000
2.870000000000002e-001	1.635270e+000
2.880000000000002e-001	1.621074e+000
2.890000000000002e-001	1.606988e+000
2.900000000000002e-001	1.592966e+000
2.910000000000002e-001	1.579006e+000
2.920000000000002e-001	1.565109e+000
2.930000000000002e-001	1.551362e+000
2.940000000000002e-001	1.537676e+000
2.950000000000002e-001	1.524050e+000
2.960000000000002e-001	1.510571e+000
2.970000000000002e-001	1.497105e+000
2.980000000000002e-001	1.483697e+000
2.990000000000002e-001	1.470433e+000
3.000000000000002e-001	1.457270e+000
3.010000000000002e-001	1.444161e+000
3.020000000000002e-001	1.431061e+000
3.030000000000002e-001	1.418103e+000
3.040000000000002e-001	1.405241e+000
3.050000000000002e-001	1.392431e+000
3.060000000000002e-001	1.379716e+000
3.070000000000002e-001	1.367095e+000
3.080000000000002e-001	1.354522e+000
3.090000000000002e-001	1.341999e+000
3.100000000000002e-001	1.329567e+000
3.110000000000002e-001	1.317226e+000
3.120000000000002e-001	1.304976e+000
3.130000000000002e-001	1.292771e+000
3.140000000000002e-001	1.280655e+000
3.150000000000002e-001	1.268626e+000
3.160000000000002e-001	1.256642e+000
3.170000000000002e-001	1.244744e+000
3.180000000000002e-001	1.232976e+000
3.190000000000002e-001	1.221206e+000
3.200000000000002e-001	1.209520e+000
3.210000000000002e-001	1.197962e+000
3.220000000000002e-001	1.186400e+000
3.230000000000002e-001	1.174920e+000
3.240000000000002e-001	1.163566e+000
3.250000000000002e-001	1.152293e+000
3.260000000000002e-001	1.141014e+000
3.270000000000002e-001	1.129859e+000
3.280000000000002e-001	1.118782e+000
3.290000000000002e-001	1.107742e+000
3.300000000000002e-001	1.096822e+000
3.310000000000002e-001	1.085937e+000
3.320000000000002e-001	1.075129e+000
3.330000000000002e-001	1.064398e+000
3.340000000000002e-001	1.053742e+000
3.350000000000002e-001	1.043161e+000
3.360000000000002e-001	1.032654e+000
3.370000000000002e-001	1.022179e+000
3.380000000000002e-001	1.011821e+000
3.390000000000003e-001	1.001534e+000
3.400000000000003e-001	9.912359e-001
3.410000000000003e-001	9.810942e-001
3.420000000000003e-001	9.710236e-001
3.430000000000003e-001	9.610238e-001
3.440000000000003e-001	9.510518e-001
3.450000000000003e-001	9.411497e-001
3.460000000000003e-001	9.313591e-001
3.470000000000003e-001	9.216371e-001
3.480000000000003e-001	9.119833e-001
3.490000000000003e-001	9.023552e-001
3.500000000000003e-001	8.928365e-001
3.510000000000003e-001	8.833845e-001
3.520000000000003e-001	8.739988e-001
3.530000000000003e-001	8.646790e-001
3.540000000000003e-001	8.554666e-001
3.550000000000003e-001	8.463189e-001
3.560000000000003e-001	8.371939e-001
3.570000000000003e-001	8.281329e-001
3.580000000000003e-001	8.191775e-001
3.590000000000003e-001	8.103269e-001
3.600000000000003e-001	8.014973e-001
3.610000000000003e-001	7.927717e-001
3.620000000000003e-001	7.841079e-001
3.630000000000003e-001	7.755057e-001
3.640000000000003e-001	7.669645e-001
3.650000000000003e-001	7.584841e-001
3.660000000000003e-001	7.501471e-001
3.670000000000003e-001	7.418283e-001
3.680000000000003e-001	7.335691e-001
3.690000000000003e-001	7.254105e-001
3.700000000000003e-001	7.172692e-001
3.710000000000003e-001	7.092692e-001
3.720000000000003e-001	7.013271e-001
3.730000000000003e-001	6.934427e-001
3.740000000000003e-001	6.856156e-001
3.750000000000003e-001	6.778455e-001
3.760000000000003e-001	6.702145e-001
3.770000000000003e-001	6.626398e-001
3.780000000000003e-001	6.550798e-001
3.790000000000003e-001	6.476166e-001
3.800000000000003e-001	6.402499e-001
3.810000000000003e-001	6.328970e-001
3.820000000000003e-001	6.256811e-001
3.830000000000003e-001	6.185194e-001
3.840000000000003e-001	6.114118e-001
3.850000000000003e-001	6.043989e-001
3.860000000000003e-001	5.973985e-001
3.870000000000003e-001	5.904924e-001
3.880000000000003e-001	5.837209e-001
3.890000000000003e-001	5.769611e-001
3.900000000000003e-001	5.702946e-001
3.910000000000003e-001	5.636801e-001
3.920000000000003e-001	5.571174e-001
3.930000000000003e-001	5.506879e-001
3.940000000000003e-001	5.442688e-001
3.950000000000003e-001	5.379416e-001
3.960000000000003e-001	5.316651e-001
3.970000000000003e-001	5.254799e-001
3.980000000000003e-001	5.193449e-001
3.990000000000003e-001	5.132601e-001
4.000000000000003e-001	5.073064e-001
4.010000000000003e-001	5.014023e-001
4.020000000000003e-001	4.955475e-001
4.030000000000003e-001	4.897419e-001
4.040000000000003e-001	4.840258e-001
4.050000000000003e-001	4.783990e-001
4.060000000000003e-001	4.728207e-001
4.070000000000003e-001	4.672501e-001
4.080000000000003e-001	4.618088e-001
4.090000000000003e-001	4.564558e-001
4.100000000000003e-001	4.511101e-001
4.110000000000003e-001	4.458119e-001
4.120000000000003e-001	4.406016e-001
4.130000000000003e-001	4.355192e-001
4.140000000000003e-001	4.304434e-001
4.150000000000003e-001	4.254145e-001
4.160000000000003e-001	4.204725e-001
4.170000000000003e-001	4.156174e-001
4.180000000000003e-001	4.108086e-001
4.190000000000003e-001	4.060056e-001
4.200000000000003e-001	4.012890e-001
4.210000000000003e-001	3.966585e-001
4.220000000000003e-001	3.920738e-001
4.230000000000003e-001	3.875748e-001
4.240000000000003e-001	3.831212e-001
4.250000000000003e-001	3.786726e-001
4.260000000000003e-001	3.743095e-001
4.270000000000003e-001	3.700315e-001
4.280000000000003e-001	3.657984e-001
4.290000000000003e-001	3.616502e-001
4.300000000000003e-001	3.575064e-001
4.310000000000003e-001	3.534071e-001
4.320000000000003e-001	3.494324e-001
4.330000000000003e-001	3.454619e-001
4.340000000000003e-001	3.415355e-001
4.350000000000003e-001	3.376932e-001
4.360000000000003e-001	3.338948e-001
4.370000000000003e-001	3.301002e-001
4.380000000000003e-001	3.263893e-001
4.390000000000003e-001	3.228021e-001
4.400000000000003e-001	3.191783e-001
4.410000000000003e-001	3.155979e-001
4.420000000000003e-001	3.121408e-001
4.430000000000003e-001	3.086469e-001
4.440000000000003e-001	3.052362e-001
4.450000000000003e-001	3.019084e-001
4.460000000000003e-001	2.985836e-001
4.470000000000003e-001	2.953016e-001
4.480000000000003e-001	2.920624e-001
4.490000000000003e-001	2.889058e-001
4.500000000000003e-001	2.857519e-001
4.510000000000004e-001	2.826805e-001
4.520000000000004e-001	2.796514e-001
4.530000000000004e-001	2.766249e-001
4.540000000000004e-001	2.736407e-001
4.550000000000004e-001	2.707386e-001
4.560000000000004e-001	2.678786e-001
4.570000000000004e-001	2.649811e-001
4.580000000000004e-001	2.622052e-001
4.590000000000004e-001	2.594713e-001
4.600000000000004e-001	2.567395e-001
4.610000000000004e-001	2.540496e-001
4.620000000000004e-001	2.514014e-001
4.630000000000004e-001	2.487949e-001
4.640000000000004e-001	2.461904e-001
4.650000000000004e-001	2.436672e-001
4.660000000000004e-001	2.411856e-001
4.670000000000004e-001	2.387057e-001
4.680000000000004e-001	2.362673e-001
4.690000000000004e-001	2.338703e-001
4.700000000000004e-001	2.315146e-001
4.710000000000004e-001	2.292003e-001
4.720000000000004e-001	2.268874e-001
4.730000000000004e-001	2.246159e-001
4.740000000000004e-001	2.223854e-001
4.750000000000004e-001	2.201961e-001
4.760000000000004e-001	2.180082e-001
4.770000000000004e-001	2.158613e-001
4.780000000000004e-001	2.137554e-001
4.790000000000004e-001	2.116508e-001
4.800000000000004e-001	2.096268e-001
4.810000000000004e-001	2.076040e-001
4.820000000000004e-001	2.056220e-001
4.830000000000004e-001	2.036413e-001
4.840000000000004e-001	2.016617e-001
4.850000000000004e-001	1.997624e-001
4.860000000000004e-001	1.979038e-001
4.870000000000004e-001	1.960068e-001
4.880000000000004e-001	1.941504e-001
4.890000000000004e-001	1.923741e-001
4.900000000000004e-001	1.905988e-001
4.910000000000004e-001	1.888245e-001
4.920000000000004e-001	1.870907e-001
4.930000000000004e-001	1.853578e-001
4.940000000000004e-001	1.836654e-001
4.950000000000004e-001	1.820134e-001
4.960000000000004e-001	1.803623e-001
4.970000000000004e-001	1.787516e-001
4.980000000000004e-001	1.771417e-001
4.990000000000004e-001	1.755326e-001
5.000000000000003e-001	1.739638e-001
5.010000000000003e-001	1.724747e-001
5.020000000000003e-001	1.709470e-001
5.030000000000003e-001	1.694200e-001
5.040000000000003e-001	1.679726e-001
5.050000000000003e-001	1.665259e-001
5.060000000000003e-001	1.650800e-001
5.070000000000003e-001	1.636347e-001
5.080000000000003e-001	1.622296e-001
5.090000000000003e-001	1.608645e-001
5.100000000000003e-001	1.595000e-001
5.110000000000003e-001	1.581756e-001
5.120000000000003e-001	1.568518e-001
5.130000000000003e-001	1.554892e-001
5.140000000000004e-001	1.542060e-001
5.150000000000004e-001	1.529627e-001
5.160000000000004e-001	1.516806e-001
5.170000000000004e-001	1.504385e-001
5.180000000000004e-001	1.492362e-001
5.190000000000004e-001	1.479952e-001
5.200000000000004e-001	1.467940e-001
5.210000000000004e-001	1.456326e-001
5.220000000000004e-001	1.444325e-001
5.230000000000004e-001	1.433114e-001
5.240000000000004e-001	1.421908e-001
5.250000000000004e-001	1.410314e-001
5.260000000000004e-001	1.399118e-001
5.270000000000004e-001	1.388319e-001
5.280000000000004e-001	1.377525e-001
5.290000000000004e-001	1.366735e-001
5.300000000000004e-001	1.356342e-001
5.310000000000004e-001	1.345953e-001
5.320000000000004e-001	1.335569e-001
5.330000000000004e-001	1.325581e-001
5.340000000000004e-001	1.315596e-001
5.350000000000004e-001	1.305224e-001
5.360000000000004e-001	1.295640e-001
5.370000000000004e-001	1.286060e-001
5.380000000000004e-001	1.276483e-001
5.390000000000004e-001	1.267302e-001
5.400000000000004e-001	1.257733e-001
5.410000000000004e-001	1.248167e-001
5.420000000000004e-001	1.239388e-001
5.430000000000004e-001	1.230613e-001
5.440000000000004e-001	1.221449e-001
5.450000000000004e-001	1.212681e-001
5.460000000000004e-001	1.203915e-001
5.470000000000004e-001	1.195545e-001
5.480000000000004e-001	1.187177e-001
5.490000000000004e-001	1.178421e-001
5.500000000000004e-001	1.170059e-001
5.510000000000004e-001	1.162092e-001
5.520000000000004e-001	1.154127e-001
5.530000000000004e-001	1.146165e-001
5.540000000000004e-001	1.138206e-001
5.550000000000004e-001	1.130250e-001
5.560000000000004e-001	1.122688e-001
5.570000000000004e-001	1.115128e-001
5.580000000000004e-001	1.107571e-001
5.590000000000004e-001	1.100016e-001
5.600000000000004e-001	1.092464e-001
5.610000000000004e-001	1.085305e-001
5.620000000000004e-001	1.078148e-001
5.630000000000004e-001	1.070994e-001
5.640000000000004e-001	1.063842e-001
5.650000000000004e-001	1.057084e-001
5.660000000000004e-001	1.050327e-001
5.670000000000004e-001	1.043182e-001
5.680000000000004e-001	1.036430e-001
5.690000000000004e-001	1.029680e-001
5.700000000000004e-001	1.023322e-001
5.710000000000004e-001	1.016967e-001
5.720000000000004e-001	1.010223e-001
5.730000000000004e-001	1.003871e-001
5.740000000000004e-001	9.975215e-002
5.750000000000004e-001	9.911738e-002
5.760000000000004e-001	9.852184e-002
5.770000000000004e-001	9.792648e-002
5.780000000000004e-001	9.729225e-002
5.790000000000004e-001	9.669725e-002
5.800000000000004e-001	9.610241e-002
5.810000000000004e-001	9.550775e-002
5.820000000000004e-001	9.495228e-002
5.830000000000004e-001	9.439696e-002
5.840000000000004e-001	9.380279e-002
5.850000000000004e-001	9.320878e-002
5.860000000000004e-001	9.269296e-002
5.870000000000004e-001	9.213827e-002
5.880000000000004e-001	9.158374e-002
5.890000000000004e-001	9.106836e-002
5.900000000000004e-001	9.051412e-002
5.910000000000004e-001	8.999903e-002
5.920000000000004e-001	8.948407e-002
5.930000000000004e-001	8.896925e-002
5.940000000000004e-001	8.845456e-002
5.950000000000004e-001	8.794002e-002
5.960000000000004e-001	8.742560e-002
5.970000000000004e-001	8.691133e-002
5.980000000000004e-001	8.643615e-002
5.990000000000004e-001	8.596110e-002
6.000000000000004e-001	8.548616e-002
6.010000000000004e-001	8.501135e-002
6.020000000000004e-001	8.453666e-002
6.030000000000004e-001	8.406209e-002
6.040000000000004e-001	8.358764e-002
6.050000000000004e-001	8.315225e-002
6.060000000000004e-001	8.271697e-002
6.070000000000004e-001	8.224286e-002
6.080000000000004e-001	8.176887e-002
6.090000000000004e-001	8.133392e-002
6.100000000000004e-001	8.093801e-002
6.110000000000004e-001	8.050327e-002
6.120000000000004e-001	8.006863e-002
6.130000000000004e-001	7.963410e-002
6.140000000000004e-001	7.919967e-002
6.150000000000004e-001	7.880425e-002
6.160000000000004e-001	7.837002e-002
6.170000000000004e-001	7.797480e-002
6.180000000000004e-001	7.757967e-002
6.190000000000004e-001	7.718463e-002
6.200000000000004e-001	7.678968e-002
6.210000000000004e-001	7.635593e-002
6.220000000000004e-001	7.600007e-002
6.230000000000004e-001	7.560539e-002
6.240000000000004e-001	7.521080e-002
6.250000000000004e-001	7.485518e-002
6.260000000000004e-001	7.446077e-002
6.270000000000005e-001	7.410532e-002
6.280000000000005e-001	7.374994e-002
6.290000000000005e-001	7.335578e-002
6.300000000000005e-001	7.300057e-002
6.310000000000005e-001	7.264543e-002
6.320000000000005e-001	7.229038e-002
6.330000000000005e-001	7.193539e-002
6.340000000000005e-001	7.158049e-002
6.350000000000005e-001	7.126452e-002
6.360000000000005e-001	7.090976e-002
6.370000000000005e-001	7.055508e-002
6.380000000000005e-001	7.023932e-002
6.390000000000005e-001	6.988478e-002
6.400000000000005e-001	6.953032e-002
6.410000000000005e-001	6.921476e-002
6.420000000000005e-001	6.889928e-002
6.430000000000005e-001	6.858386e-002
6.440000000000005e-001	6.826850e-002
6.450000000000005e-001	6.795321e-002
6.460000000000005e-001	6.763798e-002
6.470000000000005e-001	6.732281e-002
6.480000000000005e-001	6.704653e-002
6.490000000000005e-001	6.673149e-002
6.500000000000005e-001	6.637769e-002
6.510000000000005e-001	6.610159e-002
6.520000000000005e-001	6.582554e-002
6.530000000000005e-001	6.551074e-002
6.540000000000005e-001	6.523481e-002
6.550000000000005e-001	6.492013e-002
6.560000000000005e-001	6.460551e-002
6.570000000000005e-001	6.436855e-002
6.580000000000005e-001	6.409283e-002
6.590000000000005e-001	6.377838e-002
6.600000000000005e-001	6.350277e-002
6.610000000000005e-001	6.326601e-002
6.620000000000005e-001	6.299050e-002
6.630000000000005e-001	6.267627e-002
6.640000000000005e-001	6.240087e-002
6.650000000000005e-001	6.216431e-002
6.660000000000005e-001	6.188901e-002
6.670000000000005e-001	6.161376e-002
6.680000000000005e-001	6.137733e-002
6.690000000000005e-001	6.110218e-002
6.700000000000005e-001	6.082708e-002
6.710000000000005e-001	6.059079e-002
6.720000000000005e-001	6.035455e-002
6.730000000000005e-001	6.011835e-002
6.740000000000005e-001	5.984343e-002
6.750000000000005e-001	5.960732e-002
6.760000000000005e-001	5.937125e-002
6.770000000000005e-001	5.909647e-002
6.780000000000005e-001	5.886049e-002
6.790000000000005e-001	5.862455e-002
6.800000000000005e-001	5.838865e-002
6.810000000000005e-001	5.815279e-002
6.820000000000005e-001	5.795571e-002
6.830000000000005e-001	5.771993e-002
6.840000000000005e-001	5.744545e-002
6.850000000000005e-001	5.724849e-002
6.860000000000005e-001	5.701283e-002
6.870000000000005e-001	5.677721e-002
6.880000000000005e-001	5.658036e-002
6.890000000000005e-001	5.634481e-002
6.900000000000005e-001	5.610931e-002
6.910000000000005e-001	5.591256e-002
6.920000000000005e-001	5.571585e-002
6.930000000000005e-001	5.548045e-002
6.940000000000005e-001	5.524510e-002
6.950000000000005e-001	5.504849e-002
6.960000000000005e-001	5.485192e-002
6.970000000000005e-001	5.465538e-002
6.980000000000005e-001	5.442016e-002
6.990000000000005e-001	5.422369e-002
7.000000000000005e-001	5.402724e-002
7.010000000000005e-001	5.379214e-002
7.020000000000005e-001	5.363446e-002
7.030000000000005e-001	5.343811e-002
7.040000000000005e-001	5.324179e-002
7.050000000000005e-001	5.304551e-002
7.060000000000005e-001	5.281057e-002
7.070000000000005e-001	5.265304e-002
7.080000000000005e-001	5.245684e-002
7.090000000000005e-001	5.226068e-002
7.100000000000005e-001	5.210323e-002
7.110000000000005e-001	5.186845e-002
7.120000000000005e-001	5.167238e-002
7.130000000000005e-001	5.151501e-002
7.140000000000005e-001	5.135767e-002
7.150000000000005e-001	5.116168e-002
7.160000000000005e-001	5.096573e-002
7.170000000000005e-001	5.080847e-002
7.180000000000005e-001	5.061256e-002
7.190000000000005e-001	5.041669e-002
7.200000000000005e-001	5.025951e-002
7.210000000000005e-001	5.010235e-002
7.220000000000005e-001	4.990656e-002
7.230000000000005e-001	4.974945e-002
7.240000000000005e-001	4.959236e-002
7.250000000000005e-001	4.939665e-002
7.260000000000005e-001	4.923962e-002
7.270000000000005e-001	4.908261e-002
7.280000000000005e-001	4.888697e-002
7.290000000000005e-001	4.873001e-002
7.300000000000005e-001	4.857307e-002
7.310000000000005e-001	4.841616e-002
7.320000000000005e-001	4.825926e-002
